,link,title,content,location,loc,point,latitude,longitude,jalan,kec,kabkot,prov,date,day,month,time,age,truck,car,motorcycle,bicycle,train,bus,die,injured
2018,https://radarsurabaya.jawapos.com/read/2020/06/05/197435/hendak-menyeberang-jalan-kakek-ditabrak-motor-sampai-mati,"Hendak Menyeberang Jalan, Kakek Ditabrak Motor sampai Mati","GRESIK - Nasib nahas dialami Sukur , 70 , warga Wonorejo RT 01/RW 02 , Kecamatan Balongpanggang . Korban harus meregang nyawa setelah ditabrak sepeda motor saat hendak menyeberang Jalan Raya Desa Kedungpring , Kecamatan Balongpanggang , Rabu ( 3/6 ) pagi sekitar pukul 05.30 . Kanit Laka Satlantas Polres Gresik , Ipda Yossy Eka Prasetya mengatakan kecelakaan bermula saat motor Honda CBR W 4290 ZC yang dikendarai M. Siob Abdul Aziz , 20 , warga Desa Babatan RT 02/RW 02 Kecamatan Balongpanggang melaju kencang dari arah utara menuju selatan .. `` Pengendara motor saat kurang memperhatikan arah depan dengan jelas yang saat itu berjalan dari arah timur ke barat menyeberang , '' ujarnya , Rabu ( 3/6 ) . Dikarenakan jarak sudah dekat dan ruang gerak yang sempit , tabrakan tidak dapat dihindari.Korban sempat dilarikan ke rumah sakit . Namun , tidak bisa tertolong , pungkas dia .",,,,,,,,,,2020-06-03,Wednesday,June,pagi,"[70, 20]",0,0,1,0,0,0,1,0
2717,https://radarmadiun.jawapos.com/sopir-ngantuk-truk-ekspedisi-celaka-di-tol-radar-madiun,"Sopir Ngantuk, Truk Ekspedisi Celaka di Tol ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","NGAWI , Jawa Pos Radar Ngawi Diduga sopir mengantuk , sebuah truk ekspedisi mengalami kecelakaan di ruas tol Solo-Ngawi Km 568 A masuk Desa Jenggrik , Kecamatan Kedunggalar , Rabu ( 3/6 ) . Beruntung , kejadian tersebut tidak sampai menelan korban jiwa . Insiden itu bermula saat truk boks nopol L 9433 BR yang dikemudikan Muhammad Nanang Risaldi , 22 , melintas dari arah barat hendak menuju Surabaya . Sesampainya di tempat kejadian perkara ( TKP ) sekitar pukul 05.00 , tiba-tiba kendaraan oleng ke kiri sebelum akhirnya menabrak guardrail dan nyelonong ke bawah bahu jalan . Saat itu arus lalu lintas di jalan tol dalam kondisi sepi tapi berkabut sehingga jarak pandang berkurang , kata Kanit Lakalantas Polres Ngawi Ipda Sulanjar Tri Setiawan . Kerasnya benturan mengakibatkan bagian depan truk boks mengalami kerusakan parah . Beruntung , sopir dan kernet hanya mengalami luka ringan . Beberapa muatan dikeluarkan untuk memudahkan proses evakuasi , imbuhnya . Dia menambahkan , angka kecelakaan selama pandemi Covid-19 di Ngawi mengalami penurunan signifikan . Hal itu tidak terlepas dari imbauan bekerja dari rumah dan penyekatan di sejumlah titik . Laka turun sampai 50 persen , sebutnya .",ruas tol solo-ngawi km 568 a desa jenggrik kecamatan kedunggalar,,,,,,,,,2020-06-03,Wednesday,June,pagi,[22],1,0,0,0,0,0,0,1
310,https://news.detik.com/berita-jawa-timur/d-5039043/dua-wanita-di-bojonegoro-tewas-tertabrak-kereta-satu-balita-kritis,"Dua Wanita di Bojonegoro Tewas Tertabrak Kereta, Satu Balita Kritis","Bojonegoro - Dua wanita di Bojonegoro tewas tertabrak kereta api jurusan Pasar Turi Surabaya-Bojonegoro . Sementara seorang balita kritis . Kecelakaan terjadi di penyeberangan rel KA double track tanpa palang pintu , Desa Balenrejo , Kecamatan Balen , siang tadi . Saat kejadian , ketiga korban menumpang motor warna hitam dengan nopol S 2187 AJ . Balita perempuan itu masih berusia dua tahun . `` Motor itu nyeberang ke selatan , kayaknya mungkin nggak melihat kalau dari timur ada sepur ( kereta ) . Saya teriaki juga tidak dengar . Akhirnya tabrakan itu , '' jelas salah seorang warga , Nurhamim , Rabu ( 3/6/2020 ) . Motor korban terseret sejauh 100 meter hingga ringsek tak berbentuk . Motor tersebut dikendarai Mala ( 27 ) , warga Kecamatan Balen . Ia membonceng temannya Aprilia ( 25 ) warga Balenrejo RT 10 . Keduanya tewas di lokasi dengan luka parah setelah terseret kereta hingga kurang lebih 50 meter . Sedangkan sang balita bernama Icha ( 2 ) . Ia merupakan anak dari korban Aprilia . Kondisinya kritis dan dilarikan ke Rumah Sakit Sumberjo . Anaknya kritis sudah dulu dibawa ke rumah sakit , '' kata seorang anggota Reskrim Polsek Balen kepada detikcom . Dua korban tewas dievakuasi dengan mobil ambulans Polres Bojonegoro dan dibawa ke kamar mayat RSUD setempat . Petugas Reskrim Polsek Balen juga melakukan penyisiran barang bawaan korban , serta onderdil kendaraan yang berserakan .",bojonegoro pasar turi surabaya-bojonegoro,,,,,,,,,2020-06-03,Wednesday,June,siang,"[27, 25, 2]",0,1,1,0,1,0,2,0
681,https://jatimnow.com/baca-26951-mobil-boks-bermuatan-sosis-terguling-di-tol-gempolpandaan,Mobil Boks Bermuatan Sosis Terguling di Tol Gempol-Pandaan,"jatimnow.com - Sebuah mobil L300 jenis boks dengan nopol L 9840 AS terguling di KM 56 , Jalan Tol Gempol-Pandaam , sekitar pukul 06.30 Wib , Rabu ( 3/6/2020 ) . Mobil boks bermuatan sosis itu dikemudikan Riono ( 32 ) , warga Desa Sambigede , Kecamatan Binangun , Kabupaten Blitar . `` Akibat kecelakaan tunggal , mobil itu terguling . Kami langsung melakukan pengaturan lalu lintas untuk mengantisipasi penumpukan kendaraan , '' jelas Kanit 2 Sat PJR Polda Jatim , Iptu Roni Faslah . Roni menjelaskan , semula kendaraan melaju dari arah Gempol mengarah ke Pandaan di lajur kiri dengan kecepatan sekitar 70 kilometer per jam . Saat sampai di TKP , mobil boks ini tiba-tiba mengalami pecah ban bagian kiri belakang . Sehingga kendaraan hilang kendali , oleng dan terguling . `` Tidak ada korban jiwa dalam kecelakaan ini , '' ungkapnya . Berdasarkan analisa petugas di TKP , kecelakaan tersebut terjadi karena ban belakang kiri pecah . Kini kendaraan sudah dievakuasi ke Pool Derek Jasamarga .",km 56 jalan tol gempol-pandaam,,,,,,,,,2020-06-03,Wednesday,June,pagi,[32],0,1,0,0,0,0,0,0
1014,https://radarbojonegoro.jawapos.com/read/2020/06/03/197129/tujuh-kecelakaan-tunggal-di-jalan-berlubang-satu-orang-tewas,"Tujuh Kecelakaan Tunggal di Jalan Berlubang, Satu Orang Tewas","Radar Lamongan Jalan berlubang memakan tujuh korban selama bulan lalu . Para korban tersebut mengalami kecelakaan tunggal . Salah satu di antaranya tewas . Sampai saat ini terdapat tujuh korban pengendara roda dua yang mengalami kecelakaan di jalan raya , terutama di malam hari , kata Kanitlaka Lantas Polres Lamongan Iptu Sudirman . Dia menyebut lima kejadian di jalan raya Lamongan Gresik masuk Desa Rejosari , Kecamatan Deket . Dua kejadian lainnya di Jl Panglima Sudirman dan Desa Plosowahyu , Kecamatan Lamongan . Untuk di Desa Rejosari kebanyakan mengalami luka ringan hingga berat . Sedangkan di Jalan Panglima Sudirman meninggal dunia dan di Desa Plosowahyu mengalami luka berat pada kepala , imbuh perwira berpangkat dua balok di pundaknya itu . Dia menjelaskan , laka tunggal itu terjadi karena pengendara motor mencoba menghindari lubang . Namun , ada lubang cukup besar lagi di dekat lokasi tersebut . Akibatnya , motor oleng dan terjatuh . Kebanyakan korban mengalami luka ringan . Paling berat patah tulang dan kerusakan material di sepeda motornya , kata Sudirman . Menurut dia , bagi sebagian pengendara motor , lubang jalan di malam tidak terlihat jelas . Kondisi sangat membahayakan bila pengendara terjatuh , ada kendaraan lain di belakangnya . Pastinya masih banyak lagi yang terjatuh saat melintas di jalan raya , tapi tidak melaporkan diri . Saat berangkat bekerja atau lainnya . Sedangkan yang melaporkan mengalami kendala hingga diangkut ke rumah sakit , ujarnya .",jalan raya lamongan gresik desa rejosari kecamatan deket,"Jalan Raya Gresik - Lamongan, Pandanpancur, Lamongan, Jawa Timur, 62211, Indonesia","(-7.1214826, 112.4622291)",-7.1214826,112.4622291,Jalan Raya Gresik - Lamongan,Pandanpancur,Lamongan,Jawa Timur,,,,,,0,0,1,0,0,0,1,2
1015,https://radarbromo.jawapos.com/probolinggo/02/06/2020/ngantuk-warga-mangunharjo-tabrak-trotoar-jl-soehat,"Ngantuk, Warga Mangunharjo Tabrak Trotoar Jl Soehat","KADEMANGAN , Radar Bromo Diduga mengantuk , warga Kelurahan Mangunharjo , Kecamatan Mayangan , Kota Probolinggo , Moh . Hidayatullah , 23 , menabrak trotoar . Akibat kecelakaan tunggal itu , warga warga Jl Brigjen Katamso , RT 3/RW 14 , Kelurahan Mangunharjo , Kecamatan Mayangan , Kota Probolinggo itu mengalami luka di bagian wajah dan kaki . Kanit Laka Satlantas Polres Probolinggo Kota Ipda Tohari mengatakan , kecelakaan tunggal terjadi Selasa pagi ( 2/6 ) sekitar pukul 05.15 . Saat itu korban mengendarai sepeda motor melintas di Jalan Soekarno-Hatta ( Soehat ) , Kelurahan Pilang , Kecamatan Kademangan , Kota Probolinggo . Sesampai di jembatan timur gerbang depan pintu PT Eratex Djaja , korban yang melaju kencang dari timur , mendadak celaka . Sepeda motor bernopol N 5590 SH yang dikemudikannya oleng dan menabrak trotoar Jembatan Umbulan . Korban pun terpelanting ke aspal . Syukur , saat itu jalan masih sepi , sehingga korban tidak sampai tertabrak kendaraan lain . Dibantu warga , petugas melarikan korban ke rumah sakit . Ia ( korban ) yang terpelanting ke aspal mengalami luka-luka . Memang bagian wajahnya banyak berdarah karena sekitar bagian pelipis sobek , tapi korban hanya luka-luka , jelas Tohari .",jalan soekarno-hatta kelurahan pilang kecamatan kademangan kota probolinggo,,,,,,,,,2020-06-02,Tuesday,June,pagi,[23],0,0,1,0,0,0,0,1
2719,https://radarmadiun.jawapos.com/hendak-nyalip-motor-masuk-kolong-truk-lalu-terbakar-radar-madiun,"Hendak Nyalip, Motor Masuk Kolong Truk, lalu Terbakar ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","MEJAYAN , Jawa Pos Radar Caruban Hidup Juni Dana Saputra , 17 , berakhir tragis . Warga Desa Pajaran , Saradan , itu tewas setelah motor Honda Tiger nopol AE 4754 HG yang dikendarainya terlibat kecelakaan dengan truk AD 1409 HN yang dikemudikan Arib Yudianto , 27 , warga Desa Simo , Balerejo , Senin ( 1/6 ) . Insiden itu terjadi di Jalan Raya MadiunSurabaya masuk Kelurahan/Kecamatan Mejayan , Kabupaten Madiun . Korban meninggal setelah terpental ke kolong truk lalu terseret sekitar 10 meter , kata Kapolsek Mejayan Kompol Pujiyono . Laka lantas bermula saat Juni melajukan motornya dengan kecepatan tinggi dari arah barat . Menjelang TKP , korban hendak menyalip motor di depannya yang tidak diketahui identitasnya . Karena haluan yang diambil terlalu berdekatan , kedua motor bersenggolan . Juni terpelanting dan jatuh ke arah selatan . Nahas , dari arah berlawanan melaju truk Arib . Sebelum terseret truk , korban sudah dalam posisi terseret motor yang dikendarai , terangnya . Beberapa saat setelah terjadi tabrakan muncul kobaran api dari motor korban yang diduga akibat gesekan dengan jalan .",jalan raya madiunsurabaya kelurahan/kecamatan mejayan kabupaten madiun,,,,,,,,,2020-06-01,Monday,June,,"[17, 27]",1,0,1,0,0,0,10,0
682,https://jatimnow.com/baca-26901-kecelakaan-di-madiun-satu-pelajar-tewas-motor-hangus-terbakar,"Kecelakaan di Madiun: Satu Pelajar Tewas, Motor Hangus Terbakar","jatimnow.com - Kecelakaan melibatkan motor dan truk engkel terjadi Jalan Raya Surabaya-Madiun , Kecamatan Mejayan , Kabupaten Madiun , Senin ( 1/6/2020 ) . Seorang pelajar tewas dalam kecelakaan ini . Kasat Lantas Polres Madiun AKP Jimmy Heryanto Hasiolan mengatakan , kecelakaan itu terjadi sekitar pukul 10.00 Wib . Motor yang terlibat yaitu Honda Tiger bernopol AE 4755 HG yang dikendarai seorang pelajar SMA bernama Juni Dana Saputra ( 17 ) . Motor itu melaju dari arah barat atau Madiun menuju timur atau Surabaya . Saat itu , motor tersebut diduga beriringan dengan sebuah kendaraan yang tidak diketahui identitasnya . `` Diduga motor itu bersenggolan dengan kendaraan tersebut sehingga menyebabkan motor berpindah jalur berlawanan dan terjatuh , '' jelas Jimmy . Saat motor dan pengendaranya terjatuh , sebuah truk engkel bernopol AD 1409 HN melintas dan langsung menabrak motor dan pengendaranya tersebut . Truk itu disopiri Arib Yudianto ( 27 ) , warga Kecamatan Balerejo , Kabupaten Madiun . `` Kecelakaan tidak bisa dihindari karena jarak sudah terlalu dekat . Pengendara motor meninggal dunia di lokasi , '' tegasnya . Motor itu juga hangus terbakar . Sedangkan truk engkel bersama sopirnya langsung diamankan ke Unit Laka Satlantas Polres Madiun .",,,,,,,,,,2020-06-01,Monday,June,pagi,"[17, 27]",1,0,1,0,0,0,1,0
1016,https://radarbromo.jawapos.com/pandaan/31/05/2020/warga-martopuro-purwosari-tewas-jadi-korban-tabrak-lari-di-sukorejo,Warga Martopuro Purwosari Tewas Jadi Korban Tabrak Lari di Sukorejo  ,"SUKOREJO , Radar BromoNahas menimpa Slamet Utomo , 41 . Warga Dusun Pakem , Desa Martopuro , Kecamatan Purwosari , Kabupaten Pasuruan ini meregang nyawa usai alami kecelakaan maut di jalan nasional jurusan MalangSurabaya . Slamet diserempet motor tak dikenal . Selanjutnya ia yang hilang kendali tertabrak sebuah mobil . Kecelakaan maut itu terjadi sekitar pukul 11.39 , Minggu siang ( 31/5 ) . Siang itu Slamet dalam perjalanan menuju Pandaan . Dia mengendarai motor Kawasaki Blitz nopol N 6127 QC . Petaka terjadi saat ia tiba di ruas jalan nasional jurusan MalangSurabaya . Tepatnya di depan halte PT H.M. Sampoerna di Desa Suwayuwo , Kecamatan Sukorejo , Kabupaten Pasuruan . Saat itu ia yang melaju dari arah selatan ke utara di jalur lambat , tiba-tiba seorang pengendara motor memotong jalurnya . Slamet pun terserempet motor tak dikenal itu . Akibatnya , ia jatuh ke kanan atau ke lajur cepat . Saat yang sama , melintas sebuah mobil dari arah berlawanan , di lajur cepat . Kecelakaan pun tak terelakkan . Korban kena tabrak mobil yang melintas di jalur cepat , terang Sujarwoko , saksi sekaligus sekuriti PT H.M. Sampoerna . DIAMANKAN : Motor Kawasaki Blitz yang dikendarai korban . Pengendaranya masih remaja dan jenis kendaraannya matik . Sedangkan mobilnya tipe city car . Semuanya terekam di CCTV pos sekuriti . Tapi , nopol kedua kendaraannya tidak terlihat jelas , katanya . Sesaat setelah kecelakaan itu , dua kendaraan yang terlibat kecelakaan dengan korban , sama-sama kabur . Baik itu motor yang memotong jalurnya . Juga mobil yang menabrak korban saat jatuh ke badan jalan . Korban sendiri , tidak memakai helm saat berkendara . Kondisinya kritis setelah tertabrak mobil di jalur cepat . Dia mengalami luka parah . Yaitu memar di kepala belakang . Lalu keluar darah di telinga kanan dan kiri , mulut dan hidung . Petugas Poslantas Sukorejo lantas mengevakuasi korban dibantu sekuriti PT H.H Sampoerna dan warga sekitar . Korban dievakuasi menggunakan pikap dan dilarikan ke IGD Puskesmas Sukorejo . Sayang , setibanya di IGD Puskesmas Sukorejo , korban meninggal . Setelah pihak keluarga datang dari Purwosari , jasad korban dibawa ke kamar mayat RSUD Bangil untuk divisum . Siang itu juga , Unit Laka Satlantas Polres Pasuruan bersama Poslantas Sukorejo langsung olah TKP di lapangan . Sedangkan motor korban , diangkut mobil patroli dan diamankan di Poslantas Sukorejo . Mengalami kerusakan spion lecet . Saat kejadian , korban tidak membawa identitas KTP . Indentitasnya baru terungkap setelah keluarganya datang ke puskesmas . Untuk motor dan mobil yang kabur terlibat laka maut ini , dalam proses lidik , tegas Kaposlantas Sukorejo Aiptu Abdillah Yakub .",jalan nasional malangsurabaya,,,,,,,,,2020-05-31,Sunday,May,pagi,[41],0,1,1,0,0,0,2,0
1018,https://radarjember.jawapos.com/headline/29/05/2020/truk-logistik-covid-19-tabrak-pagar,Truk Logistik Covid-19 Tabrak Pagar,"TABRAK PAGAR : Truk tronton pengangkut logistik Covid-19 yang dikemudikan Tedy , warga Probolinggo , mengalami kecelakaan usai menabrak pagar rumah warga di kawasan Desa Sugerkidul , Kecamatan Jelbuk , Rabu ( 27/5 ) malam lalu . JEMBER , RADARJEMBER.ID Akibat rem blong , sebuah truk tronton pengangkut logistik Covid-19 mengalami kecelakaan tunggal di Jalan Raya Jurusan Jember-Bondowoso , tepatnya di Dusun Krajan Barat , Desa Sugerkidul , Kecamatan Jelbuk . Truk tronton bernopol N 8812 UR menabrak pagar rumah milik H Yahya , warga setempat , Rabu ( 27/5 ) malam lalu . Beruntung , tidak ada korban jiwa dalam peristiwa tersebut . Hanya saja , pagar rumah milik Yahya hancur setelah tertabrak tronton yang dikemudikan Tedy , 50 , warga Jalan Tambora , Kelurahan/Kecamatan Kademangan , Probolinggo . Sumber Jawa Pos Radar Jember di lapangan menyatakan , sebelum tronton mengalami kecelakaan , awalnya tronton yang disopiri Tedy ini berjalan dari arah barat . Sesampainya di lokasi kejadian , tiba-tiba tronton hilang kendali dan oleng ke kiri . Karena jalan agak menurun , tronton yang mengangkut logistik Covid-19 tersebut langsung menabrak pagar rumah milik Yahya . Beruntung , setelah menabrak bagian pagar , tronton langsung berhenti sehingga tidak mengakibatkan kerusakan yang parah . Isinya dalam tronton itu berupa dus logistik yang akan didistribusikan , ujar salah satu anggota Polsek Jelbuk . Awalnya petugas tidak berani membuka muatan dalam tronton tersebut . Namun setelah dikonfirmasi , muatan yang diangkut itu berupa logistik Covid-19 . Malam itu juga tronton langsung dievakuasi dengan cara ditarik . Setelah berhasil dievakuasi langsung melanjutkan perjalanan , lanjutnya . Sementara kerusakan yang dialami oleh pemilik rumah sudah diselesaikan secara kekeluargaan .",jalan raya jurusan jember-bondowoso dusun krajan barat desa sugerkidul kecamatan jelbuk,,,,,,,,,2020-05-27,Wednesday,May,malam,[50],1,0,0,0,0,0,0,0
1019,https://radarbromo.jawapos.com/utama/28/05/2020/sopirnya-ngantuk-fortuner-ini-tabrak-mobil-patwal-polisi-di-bangil,"Sopirnya Ngantuk, Fortuner Ini Tabrak Mobil Patwal Polisi di Bangil","BANGIL , Radar Bromo Sebuah mobil Toyota Fortuner menabrak mobil sedan Patwal yang terparkir di tempat parkir pos PIER , Kamis dini hari ( 28/5 ) . Tabrakan itu terjadi setelah pengemudi mobil Fortuner tersebut , tak kuasa menahan kantuk . Insiden itu berlangsung sekitar pukul 01.00 . Tidak ada korban jiwa dalam kecelakaan itu . Namun , kerugian material ditaksir mencapai puluhan juta rupiah . Kecelakaan tersebut bermula saat Hasan Baqil , warga Perum Sinari , Kecamatan Pohjentrek , Kota Pasuruan hendak menuju ke Surabaya . Ia tidak sendirian . Tetapi , bersama rekannya , Rudi Santoso , warga Tambakrejo , Kecamatan Kraton . Mereka mengendarai mobil Fortuner nopol L 1962 TI dari arah Pasuruan . Awalnya , perjalanan itu tidak menemui kendala . Sampai akhirnya , mereka masuk Desa Raci , Kecamatan Bangil . Hasan yang mengendarai mobil warna putih itu dengan kecepatan sedang , hilang kendali saat berada di jalan pintu masuk PIER . Kendaraan yang dikemudikannya oleng mengarah ke POS PIER Raci . Tak disangka , tiba-tiba mobil tersebut menyasak rambu larangan berhenti yang berada di pojokan depan pos . Tak hanya berhenti disitu . Mobil warna putih tersebut juga menabrak mobil Patwal Honda Genio nopol X 1103-39 yang terparkir di pos PIER . Bahkan mobil itupun sempat menabrak mobil pikap nopol B 9440 BAO yang terparkir di depan pos PIER , sebelum akhirnya terbalik . Kanitlaka Satlantas Polres Pasuruan , IPTU Marti mengutarakan , tidak ada korban jiwa dalam insiden itu . Pengemudi fortuner dan seorang penumpangnya , tidak mengalami cidera berarti . Hanya saja , kecelakaan itu menyebabkan kerugian material hingga Rp 55 juta , jelasnya . Menurut Marti , pengendara fortuner tersebut hendak ke Surabaya . Hanya saja , dalam perjalanan , diduga kuat mereka mengantuk . Sehingga , saat melajukan kendaraannya dengan kecepatan sedang di Raci , laju mobil hilang kendali dan menyasak rambu , mobil patwal dan pikap di area pos PIER . Kami masih lakukan pengembangan . Namun , dugaan awal , kecelakaan itu terjadi , lantaran pengendara fortuner , diduga mengantuk , sambungnya saat mendampingi Kasatlantas Polres Pasuruan , AKP Dwi Nugroho .",raci pos pier,,,,,,,,,2020-05-28,Thursday,May,pagi,,0,1,0,0,0,0,0,0
2020,https://radarsurabaya.jawapos.com/read/2020/05/28/196158/seruduk-truk-gandeng-yang-tiba-tiba-menepi-pemotor-tewas-di-tkp,"Seruduk Truk Gandeng yang Tiba-tiba Menepi, Pemotor Tewas di TKP","SIDOARJO - Motor Honda Vario nopol W 4741 VY yang dikendarai Zainul Alif , 52 , menabrak truk gandeng di pinggir Jalan Raya Tropodo Selasa ( 26/5 ) sekitar pukul 19.30 . Akibat kecelakaan tersebut , Zainul tewas di TKP . Truk nopol S 9518 UN yang dikemudikan oleh Agus Suyanto , 53 warga Dusun Jangar RT 04/RW 01 Desa Ngarjo Kecamatan Mojoanyar Mojokerto itu hendak menepi . Namun , motor korban tiba-tiba menabrak bagian belakang truk gandeng . `` Korban mengalami luka yang cukup parah di bagian wajah hingga tewas , '' kata Petugas Lantas Polsek Krian , Aiptu Bachtiar . Sementara orang yang dibonceng , Sumiati , 45 , warga Dusun Areng-areng RT 01/RW 02 Desa Tropodo , Krian mengalami luka ringan . Menurut Aiptu Bachtiar , kecelakaan tersebut diduga akibat kurang hati-hati pengemudi truk gandeng . Kendati demikian , kasus tersebut selanjutnya ditangani Unit Laka Satlantas Polresta Sidoarjo . Dari hasil keterangan sejumlah saksi , motor korban saat itu melaju kencang . Di saat bersamaan , truk tiba-tiba menepi yang membuat korban kaget . Tidak sempat pindah lajur sehingga menabrak truk , pungkasnya .",,,,,,,,,,2020-05-26,Tuesday,May,malam,"[52, 53, 45]",1,0,1,0,0,0,1,1
315,https://news.detik.com/berita-jawa-timur/d-5029223/mobil-terbakar-di-pasuruan-dua-balita-di-dalamnya-tewas-terpanggang,"Mobil Terbakar di Pasuruan, Dua Balita di Dalamnya Tewas Terpanggang","Pasuruan - Mobil Daihatsu Charade dengan pelat nomor N 1274 CV terbakar di Desa Nogosari , Kecamatan Pandaan , Kabupaten Pasuruan . Dua balita tewas di dalam . `` Mobil yang terbakar sedang parkir di pekarangan . Jadi bukan kejadian kecelakaan . Reskrim yang menangani , '' kata Kasat Lantas Polres Pasuruan AKP Dwi Nugroho saat dikonfirmasi detikcom , Selasa ( 26/5/2020 ) . Saat kejadian pemilik mobil sedang berlebaran ke daerah Beji . Saat rumah sepi , beberapa anak sekitar asyik bermain di dalam mobil . Hingga akhirnya mobil terbakar dan dua anak tewas di dalam . Jasad mereka ditemukan tewas di jok depan mobil . Kedua jasad korban telah dievakuasi ke kamar jenazah RSUD Bangil . Polisi masih melakukan penyelidikan .",desa nogosari kecamatan pandaan kabupaten pasuruan,"Nogosari, Pasuruan, Jawa Timur, 67161, Indonesia","(-7.6425597, 112.7102302)",-7.6425597,112.7102302,,Nogosari,Pasuruan,Jawa Timur,2020-05-26,Tuesday,May,,,0,1,0,0,0,0,2,0
2720,https://radarmadiun.jawapos.com/tabrak-carry-kakak-adik-batal-beli-motor-baru-radar-madiun,"Tabrak Carry, Kakak-Adik Batal Beli Motor Baru ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ Radar Madiun","MADIUN , Jawa Pos Radar Caruban Niatan kakak-adik asal Desa Bobol , Sekar , Bojonegoro , ini membeli motor berujung duka . Keduanya terlibat kecelakaan lalu lintas ( laka lantas ) di Jalan Raya MadiunNgawi masuk Desa Kuwu , Balerejo , Kabupaten Madiun , Selasa ( 19/5 ) . Motor Honda CBR nopol B 3014 TUL yang dikendarai bertabrakan dengan mobil Carry AE 1159 F yang dikemudikan Ari Susilo , 26 , warga Desa Kuwu . Sukoco , 34 , sang kakak , tewas di lokasi kejadian . Sementara , kondisi adiknya , Rumawan Nugroho , 27 , kritis . Di tempat kejadian perkara ( TKP ) , petugas mengamankan uang tunai Rp 24 juta yang dibawa salah satu korban pemotor . Duit itu rencananya untuk membeli motor baru di kawasan Caruban . Kami mengetahuinya dari keterangan pihak keluarga saat di rumah sakit , kata Kanitlaka Satlantas Polres Madiun Ipda Johan Ariadi . Johan mengungkapkan , Rumawan yang memboncengkan Sukoco melaju dari arah barat dengan kecepatan tinggi . Menjelang tempat kejadian perkara ( TKP ) , mobil Carry yang datang dari arah berlawanan belok ke selatan . Motor lantas menghantam bagian pintu kanan depan mobil . Sukoco terlempar jatuh dengan kepala membentur bagian depan mobil . Sedangkan adiknya terpelanting ke sisi utara . Laka lantas tak dapat dihindari saking kencangnya laju motor dan jarak sudah dekat , ungkapnya . Dia menyebut , dugaan sementara laka lantas akibat ketidakhati-hatian dua pengendara . Hasil olah TKP , pemotor melaju kencang dan pengemudi belok di jalur markah lurus .",jalan raya madiunngawi desa kuwu balerejo kabupaten madiun,,,,,,,,,2020-05-19,Tuesday,May,,"[26, 34, 27]",0,1,1,0,0,0,1,0
316,https://news.detik.com/berita-jawa-timur/d-5025727/sebuah-mpv-terbalik-di-tol-ngawi-8-orang-selamat,"Sebuah MPV Terbalik di Tol Ngawi, 8 Orang Selamat","Ngawi - Kecelakaan tunggal terjadi di ruas Tol Solo-Ngawi , KM 578 . Sebuah mobil Xenia bernopol B 2439 UFW berisi 8 orang terguling saat menabrak guadril . Meski semua penumpang selamat , namun mereka dibawa ke RS At-Tin Husada Ngawi untuk perawatan . `` Betul , mobil Xenia warna putih kecelakaan tunggal tadi malam dari arah Jakarta . Semua penumpang kita evakuasi ke RS At-Tin Husada , '' ujar Kasatlantas Polres Ngawi AKP Bobby Mochammad Zulfikar saat dihubungi detikcom Sabtu ( 23/05/2020 ) . Kecelakaan tersebut , kata Bobby , terjadi sekitar pukul 22.00 WIB Jumat ( 23/5 ) . Diduga pengemudi kurang berhati-hati saat melaju dengan kecepatan tinggi . Pengemudi menabrak rambu penyempitan jalan water barrier hingga oleng . `` Jadi mobil melaju kencang saat melewati rambu batas kecepatan 40 Km/jam , hingga mobil oleng ke kiri menabrak guadril sebelah kiri hingga akhirnya kendaraan terguling , '' tambahnya . Penumpang sebanyak 8 orang terdiri 5 orang dewasa dan 3 anak tersebut . `` Kondisi kerusakan parah . Dan penumpang 8 orang itu terdiri ada lima dewasa dan tiga anak , '' paparnya . Dia menjelaskan korban kecelakaan diduga akan mudik ke Bangkalan , Madura . Pihaknya mengimbau agar para perantau tidak mudik . Karena tetap akan putar balik saat tiba di Tol Ngawi perbatasan dengan Jateng . `` Diduga ini rombongan pemudik dan kita tetap akan melakukan putar balik di Exit Tol Ngawi agar tidak mudik , '' tandasnya .",ruas tol solo-ngawi km 578,,,,,,,,,2020-05-23,Saturday,May,malam,,0,1,0,0,0,0,0,0
